carat,cut,depth,table,price,x,y,z
0.78,3,62.4,58.0,3045,5.83,5.86,3.65
0.71,3,62.8,56.0,3045,5.67,5.7,3.57
0.72,4,60.2,60.0,3045,5.76,5.81,3.48
1.14,5,60.2,57.0,3045,6.81,6.71,4.07
0.75,5,60.8,56.0,3045,5.91,5.89,3.59
0.75,3,59.7,62.0,3046,5.89,5.94,3.53
0.7,2,61.1,61.0,3046,5.67,5.69,3.47
0.79,3,61.5,58.0,3047,5.94,5.97,3.66
0.73,1,66.0,54.0,3047,5.56,5.66,3.7
0.91,4,60.1,62.0,3047,6.24,6.2,3.73
0.91,4,62.8,59.0,3047,6.14,6.12,3.85
0.93,5,62.3,57.0,3047,6.22,6.2,3.87
0.82,3,63.9,56.9,3048,5.85,5.92,3.76
0.75,3,61.8,57.0,3048,5.78,5.81,3.58
0.72,4,58.7,59.0,3048,5.94,5.88,3.47
0.72,5,61.8,56.0,3048,5.7,5.76,3.55
0.72,2,57.9,60.0,3048,5.97,5.91,3.44
0.72,3,63.1,56.0,3048,5.7,5.65,3.58
0.9,5,62.6,55.0,3048,6.13,6.11,3.83
0.72,4,60.5,57.0,3048,5.89,5.85,3.55
0.72,4,62.6,54.0,3048,5.78,5.72,3.6
0.75,5,61.4,55.0,3049,5.8,5.86,3.58
0.66,5,61.6,57.0,3049,5.64,5.57,3.45
0.83,5,61.9,53.0,3049,6.08,6.04,3.75
0.62,3,58.1,63.0,3050,5.59,5.66,3.27
0.8,3,63.1,56.0,3050,5.93,5.83,3.71
0.76,5,61.3,55.0,3050,5.87,5.93,3.62
0.76,5,61.4,55.0,3050,5.82,5.9,3.6
0.82,2,61.8,56.0,3050,5.95,5.99,3.69
0.81,5,62.1,57.0,3050,5.97,5.91,3.69
1.02,2,63.1,60.0,3051,6.31,6.4,4.01
0.66,3,60.5,59.0,3051,5.69,5.74,3.46
0.7,3,62.5,55.0,3052,5.65,5.71,3.55
0.77,5,61.2,57.0,3052,5.93,5.97,3.64
0.7,3,60.2,61.0,3052,5.66,5.74,3.43
1.03,1,66.1,56.0,3052,6.26,6.2,4.12
0.7,3,62.6,58.0,3053,5.67,5.7,3.56
0.71,3,59.9,59.0,3053,5.79,5.83,3.48
0.7,3,62.8,59.0,3053,5.65,5.69,3.56
0.71,5,60.9,56.0,3053,5.77,5.83,3.53
0.81,5,62.3,54.0,3053,5.94,5.98,3.72
0.78,5,61.0,56.0,3053,5.92,5.98,3.63
0.75,5,61.3,57.0,3053,5.84,5.91,3.6
0.79,3,63.2,56.0,3053,5.91,5.83,3.71
0.79,4,62.3,56.0,3053,5.94,5.87,3.68
0.79,4,61.3,59.0,3053,5.97,5.91,3.64
0.79,5,62.1,54.0,3053,5.96,5.92,3.69
0.7,3,62.9,60.0,3054,5.62,5.67,3.55
1.01,4,61.1,60.0,3054,6.46,6.41,3.93
1.01,4,61.9,58.0,3054,6.45,6.41,3.98
1.01,1,66.1,58.0,3054,6.21,6.04,4.05
1.01,1,68.1,59.0,3054,6.14,6.11,4.17
0.78,3,60.9,57.0,3055,5.93,5.97,3.62
0.65,3,59.9,58.0,3056,5.63,5.69,3.39
0.61,5,60.8,56.0,3056,5.5,5.47,3.34
0.78,5,61.7,56.0,3056,5.9,5.93,3.65
0.76,5,62.4,54.0,3056,5.84,5.86,3.65
0.9,3,61.5,61.0,3057,6.13,6.16,3.78
0.92,3,60.2,61.0,3057,6.27,6.32,3.79
0.57,5,61.1,55.0,3057,5.36,5.44,3.3
0.76,2,59.9,61.0,3057,5.89,5.98,3.56
0.9,2,60.7,58.0,3057,6.17,6.21,3.76
0.82,1,64.9,58.0,3057,5.82,5.77,3.76
0.91,2,63.9,56.0,3058,6.11,6.06,3.89
0.79,4,61.4,59.0,3058,5.96,5.89,3.64
0.91,4,61.6,58.0,3058,6.28,6.23,3.85
0.72,3,62.1,59.0,3059,5.69,5.74,3.55
0.81,3,62.9,56.0,3059,5.87,5.9,3.7
0.71,3,61.8,56.0,3059,5.74,5.78,3.56
1.03,3,62.4,57.0,3060,6.41,6.45,4.01
0.9,2,63.6,57.0,3060,6.1,6.04,3.86
0.74,3,62.4,57.0,3061,5.76,5.81,3.61
0.7,3,61.1,55.0,3061,5.72,5.77,3.51
0.71,3,63.3,56.0,3061,5.64,5.68,3.58
0.9,3,63.8,56.0,3061,6.11,6.14,3.91
0.71,5,61.5,55.0,3061,5.75,5.79,3.55
0.91,2,57.9,60.0,3061,6.46,6.39,3.72
0.71,1,62.8,57.0,3062,5.67,5.57,3.53
0.7,4,58.7,60.0,3062,5.8,5.75,3.39
0.72,5,61.5,56.5,3062,5.76,5.79,3.55
0.9,1,65.7,63.0,3062,6.01,5.96,3.93
0.71,4,62.2,59.0,3062,5.71,5.61,3.52
0.71,4,62.0,61.0,3062,5.71,5.65,3.52
0.93,4,60.3,58.0,3062,6.37,6.31,3.82
0.7,3,62.2,57.0,3063,5.63,5.68,3.52
0.7,3,62.5,56.0,3063,5.64,5.68,3.54
0.7,2,59.4,61.0,3063,5.79,5.83,3.45
0.71,3,63.3,59.0,3064,5.64,5.68,3.58
0.76,4,61.7,62.0,3064,5.85,5.82,3.6
0.7,5,61.4,56.0,3064,5.72,5.75,3.52
0.7,5,61.6,55.0,3064,5.72,5.75,3.53
0.8,5,61.4,56.0,3064,5.99,5.93,3.66
0.72,3,63.0,58.0,3065,5.69,5.73,3.6
0.7,5,61.5,56.0,3065,5.7,5.75,3.52
0.65,5,61.5,55.0,3065,5.6,5.62,3.45
0.85,3,61.4,60.0,3066,6.05,6.13,3.74
0.77,5,61.4,56.0,3066,5.9,5.93,3.63
0.71,5,62.0,57.0,3066,5.7,5.75,3.55
0.71,5,62.1,57.0,3066,5.73,5.76,3.57
0.8,5,62.5,56.0,3066,5.94,5.99,3.73
0.8,5,61.8,59.0,3066,5.94,5.96,3.68
0.73,3,63.1,55.0,3066,5.77,5.71,3.62
0.9,2,63.7,62.0,3067,6.01,6.07,3.85
0.78,5,62.7,55.0,3067,5.87,5.9,3.69
0.7,3,63.4,60.0,3068,5.63,5.66,3.58
0.7,5,62.6,56.0,3068,5.65,5.69,3.55
0.85,3,60.0,57.0,3070,6.1,6.16,3.68
0.8,3,62.9,56.0,3070,5.88,5.95,3.72
0.8,3,62.6,59.0,3070,5.84,5.91,3.68
0.92,2,59.0,63.0,3070,6.3,6.35,3.73
0.8,3,62.1,56.0,3071,6.01,5.85,3.68
0.82,5,61.6,56.0,3071,6.05,6.01,3.72
0.71,2,62.7,61.0,3072,5.64,5.68,3.55
0.7,3,63.1,56.0,3073,5.64,5.67,3.57
0.79,3,58.5,61.0,3073,6.03,6.08,3.54
0.7,5,61.6,55.0,3073,5.72,5.75,3.53
0.75,5,61.6,55.0,3073,5.86,5.89,3.62
0.71,5,62.2,57.0,3073,5.69,5.73,3.55
0.62,4,61.9,59.0,3073,5.62,5.5,3.44
1.03,4,60.8,57.0,3073,6.55,6.51,3.97
0.7,2,58.0,65.0,3073,5.81,5.73,3.39
0.78,3,61.7,58.0,3074,5.87,5.92,3.64
0.9,1,67.0,56.0,3074,5.91,5.83,3.93
0.77,5,61.4,55.0,3074,5.89,5.93,3.63
0.9,2,63.7,56.0,3074,6.1,6.06,3.87
0.72,3,61.8,58.0,3075,5.73,5.76,3.55
0.72,3,62.6,59.0,3075,5.69,5.72,3.57
0.71,3,61.4,56.0,3075,5.71,5.73,3.51
0.7,3,62.4,57.0,3075,5.64,5.67,3.53
0.72,5,62.2,57.0,3075,5.72,5.75,3.57
0.76,5,61.7,56.0,3075,5.87,5.9,3.63
0.76,5,62.8,57.0,3075,5.81,5.85,3.66
0.79,5,62.9,55.0,3075,5.93,5.86,3.71
0.79,3,60.4,59.0,3077,5.97,5.99,3.61
0.79,3,63.7,58.0,3077,5.79,5.85,3.71
0.73,5,62.7,56.0,3077,5.75,5.8,3.62
0.71,1,64.7,58.0,3077,5.61,5.58,3.62
0.71,4,60.3,62.0,3077,5.76,5.69,3.45
0.75,2,63.6,58.0,3078,5.65,5.77,3.63
0.72,4,62.5,59.0,3078,5.7,5.73,3.57
0.83,4,62.7,56.0,3078,6.01,5.98,3.76
0.76,5,61.3,56.0,3079,5.79,5.83,3.56
0.94,2,63.8,60.0,3079,6.21,6.14,3.94
0.91,1,62.5,66.0,3079,6.08,6.01,3.78
1.0,3,62.3,58.0,3080,6.33,6.38,3.96
1.0,5,61.3,57.0,3080,6.41,6.44,3.94
1.0,1,66.6,57.0,3080,6.07,6.03,4.03
1.0,4,59.4,60.0,3080,6.49,6.4,3.83
1.0,4,62.8,60.0,3080,6.46,6.34,4.02
0.82,4,61.1,60.0,3080,6.02,5.96,3.66
0.71,5,61.8,55.0,3080,5.75,5.78,3.56
0.71,5,61.8,55.0,3080,5.73,5.75,3.55
0.79,3,63.2,57.0,3081,5.81,5.86,3.69
0.75,5,62.1,57.0,3081,5.8,5.82,3.61
0.79,5,62.0,55.0,3081,5.93,5.95,3.68
0.71,5,62.2,57.0,3081,5.74,5.7,3.56
0.8,3,63.5,58.0,3082,5.89,5.85,3.73
0.91,3,63.4,55.0,3082,6.18,6.15,3.91
0.6,5,62.5,53.7,3082,5.35,5.43,3.38
0.6,5,62.0,53.7,3082,5.4,5.44,3.36
0.7,2,57.7,60.0,3082,5.83,5.86,3.37
0.91,3,63.5,55.0,3082,6.22,6.12,3.92
0.71,4,58.6,62.0,3082,5.88,5.82,3.43
0.86,4,61.3,59.0,3082,6.17,6.1,3.76
0.8,5,61.0,56.0,3082,6.05,5.98,3.67
0.8,4,60.1,58.0,3082,6.07,6.05,3.64
0.8,4,61.1,58.0,3082,5.94,5.9,3.62
0.92,4,62.1,60.0,3083,6.21,6.26,3.87
0.72,3,63.2,57.0,3083,5.69,5.73,3.61
1.01,4,59.4,62.0,3083,6.47,6.43,3.83
0.71,3,61.8,55.0,3084,5.72,5.74,3.54
0.72,3,61.0,59.0,3084,5.73,5.78,3.51
0.81,4,62.9,59.0,3084,5.95,5.84,3.71
0.53,5,61.8,55.0,3084,5.19,5.24,3.22
0.61,5,62.2,56.0,3084,5.43,5.47,3.39
0.85,5,62.0,54.0,3084,6.08,6.11,3.78
0.75,2,62.6,58.0,3084,5.73,5.78,3.6
0.9,2,64.1,57.0,3084,6.09,6.07,3.9
0.9,3,63.4,62.0,3084,6.02,6.0,3.81
0.9,4,60.7,61.0,3084,6.22,6.16,3.76
0.9,4,59.5,61.0,3084,6.3,6.24,3.73
0.9,1,64.5,55.0,3084,6.12,6.03,3.92
0.9,1,65.8,58.0,3084,6.02,5.98,3.95
0.9,4,63.0,57.0,3084,6.08,6.05,3.82
0.81,5,61.6,56.0,3084,6.03,5.98,3.7
0.81,4,61.2,60.0,3084,6.0,5.99,3.67
0.9,3,63.1,54.0,3084,6.2,6.17,3.9
1.02,1,64.5,56.0,3084,6.28,6.25,4.04
0.72,5,62.4,56.0,3084,5.76,5.72,3.58
0.75,3,63.9,56.0,3085,5.73,5.75,3.67
0.84,4,59.2,59.0,3086,6.19,6.14,3.65
0.75,5,61.8,55.0,3086,5.85,5.87,3.62
0.7,2,63.9,58.0,3087,5.58,5.62,3.58
0.7,2,63.2,60.0,3087,5.56,5.61,3.53
0.91,3,63.0,57.0,3087,6.1,6.19,3.87
0.7,2,64.1,59.0,3087,5.49,5.56,3.54
0.76,5,62.4,57.0,3087,5.83,5.87,3.65
0.74,5,61.9,56.0,3087,5.84,5.79,3.6
1.01,2,63.7,60.0,3088,6.4,6.29,4.05
1.01,3,63.3,53.0,3088,6.35,6.31,4.01
0.79,4,60.7,60.0,3089,5.95,5.97,3.62
0.77,5,61.3,56.0,3089,5.87,5.91,3.61
0.73,5,61.4,57.0,3089,5.74,5.79,3.54
0.73,5,60.9,57.0,3089,5.81,5.85,3.55
0.73,5,60.6,57.0,3089,5.84,5.87,3.55
0.73,5,61.9,55.0,3089,5.76,5.8,3.58
0.73,5,61.2,57.0,3089,5.79,5.86,3.56
0.73,5,61.7,57.0,3089,5.78,5.81,3.57
0.71,5,62.5,57.0,3090,5.71,5.68,3.56
0.58,5,61.7,55.0,3090,5.36,5.39,3.31
0.87,5,62.2,56.0,3090,6.03,6.13,3.78
0.71,4,58.1,62.0,3090,5.89,5.84,3.41
0.72,5,60.8,57.0,3091,5.79,5.82,3.53
0.92,4,60.9,62.0,3091,6.31,6.26,3.83
1.2,4,60.3,58.0,3091,6.82,6.77,4.1
0.8,4,62.9,60.0,3091,5.89,5.87,3.7
0.98,3,63.4,57.0,3091,6.41,6.32,4.04
0.7,3,60.7,58.0,3092,5.7,5.73,3.47
0.7,5,61.6,58.0,3092,5.66,5.7,3.5
0.7,5,62.3,55.0,3092,5.67,5.7,3.54
0.8,3,63.1,58.0,3093,5.89,5.93,3.73
0.7,5,62.0,57.0,3093,5.68,5.71,3.53
0.7,5,61.9,57.0,3093,5.69,5.72,3.53
0.72,5,62.1,57.0,3093,5.76,5.74,3.57
0.71,5,62.5,57.0,3095,5.7,5.73,3.57
0.7,3,63.4,57.0,3095,5.63,5.67,3.58
0.81,3,62.3,59.0,3095,5.93,5.98,3.71
0.94,4,62.3,59.0,3095,6.32,6.23,3.91
0.9,4,62.4,56.0,3095,6.13,6.05,3.8
0.71,3,63.1,59.0,3096,5.64,5.67,3.57
0.71,3,63.0,58.0,3096,5.65,5.68,3.57
0.77,2,63.1,57.0,3096,5.83,5.86,3.69
0.91,4,62.1,56.0,3096,6.26,6.21,3.87
0.81,5,61.3,56.0,3097,6.23,6.27,3.83
0.81,4,60.3,59.0,3097,5.98,6.05,3.63
0.52,5,61.8,55.0,3097,5.19,5.2,3.21
0.53,5,61.6,55.0,3097,5.21,5.27,3.23
1.29,2,64.2,54.0,3098,6.93,6.83,4.42
0.9,3,60.4,58.0,3099,6.25,6.31,3.79
0.72,5,61.8,57.0,3099,5.76,5.73,3.55
0.94,4,63.0,59.0,3099,6.16,6.1,3.86
0.93,5,62.3,57.0,3101,6.2,6.22,3.87
0.74,5,61.5,54.0,3101,5.84,5.86,3.6
0.81,5,62.1,55.0,3101,5.94,5.98,3.7
0.71,4,62.2,59.0,3101,5.79,5.76,3.59
0.72,3,60.5,57.0,3102,5.85,5.89,3.55
0.9,3,62.6,55.0,3102,6.11,6.13,3.83
0.72,5,61.3,56.0,3102,5.77,5.82,3.55
0.9,5,62.6,54.0,3102,6.16,6.23,3.88
0.83,5,61.9,53.0,3103,6.04,6.08,3.75
0.66,5,61.6,57.0,3103,5.57,5.64,3.45
0.71,5,62.2,56.0,3103,5.7,5.75,3.56
0.78,4,61.8,59.0,3103,5.93,5.88,3.65
0.81,3,63.6,57.0,3104,5.87,5.9,3.74
0.71,3,63.3,58.0,3104,5.67,5.64,3.58
0.9,1,55.9,62.0,3104,6.35,6.42,3.57
0.9,1,64.7,58.0,3104,5.94,6.03,3.87
0.9,5,62.8,55.0,3104,6.19,6.14,3.87
0.7,4,62.6,59.0,3105,5.66,5.62,3.53
0.78,5,61.9,56.0,3105,5.91,5.94,3.67
0.78,5,60.7,56.0,3105,5.97,6.03,3.64
0.9,3,59.5,63.0,3105,6.31,6.26,3.74
0.9,4,62.4,61.0,3105,6.11,6.03,3.79
0.9,3,61.1,63.0,3105,6.19,6.12,3.76
1.52,2,57.3,58.0,3105,7.53,7.42,4.28
1.52,2,57.3,58.0,3105,7.53,7.42,4.28
0.9,5,59.8,56.0,3105,6.27,6.24,3.74
0.9,1,65.6,58.0,3105,6.05,5.95,3.95
0.75,4,58.9,60.0,3105,5.99,5.97,3.52
0.7,4,61.2,56.0,3105,5.75,5.68,3.5
0.9,3,63.4,60.0,3105,6.08,6.03,3.84
0.72,5,62.4,55.0,3105,5.78,5.75,3.6
0.9,4,59.6,59.0,3105,6.38,6.24,3.76
0.9,2,64.1,58.0,3105,6.05,6.02,3.87
0.72,4,61.6,59.0,3105,5.78,5.72,3.54
0.79,5,62.1,54.0,3107,5.92,5.96,3.69
0.79,2,63.2,56.0,3107,5.83,5.91,3.71
0.7,3,63.4,56.0,3107,5.6,5.63,3.56
0.7,5,62.2,58.0,3107,5.62,5.69,3.52
0.7,2,60.4,63.0,3107,5.73,5.76,3.47
0.32,2,63.2,56.0,561,4.35,4.38,2.76
0.32,5,61.5,56.0,561,4.4,4.42,2.71
0.32,5,61.3,55.0,561,4.41,4.43,2.71
0.32,4,61.0,59.0,561,4.42,4.46,2.71
0.32,4,61.3,60.0,561,4.33,4.38,2.67
0.32,4,62.3,60.0,561,4.37,4.4,2.73
0.32,5,62.6,54.0,561,4.37,4.41,2.75
0.32,3,61.6,56.0,561,4.39,4.41,2.71
0.32,5,61.8,57.0,561,4.38,4.42,2.72
0.32,3,62.4,59.0,561,4.33,4.36,2.71
0.32,2,63.1,56.0,561,4.36,4.39,2.76
0.32,3,61.7,61.0,561,4.38,4.43,2.72
0.32,4,62.0,58.0,561,4.33,4.38,2.7
0.32,4,62.6,59.0,561,4.33,4.36,2.72
0.32,3,62.8,57.0,561,4.34,4.39,2.74
0.32,4,62.6,60.0,561,4.33,4.36,2.72
0.32,3,60.5,59.0,561,4.41,4.42,2.67
0.32,3,62.2,57.0,561,4.38,4.43,2.74
0.32,4,60.6,60.0,561,4.4,4.44,2.68
0.32,5,60.3,57.0,561,4.43,4.46,2.68
0.32,3,60.5,58.0,561,4.4,4.42,2.67
0.32,3,62.9,54.0,561,4.37,4.41,2.76
0.32,4,60.2,60.0,561,4.39,4.44,2.66
0.32,4,62.1,60.0,561,4.34,4.39,2.71
0.32,4,61.9,59.0,561,4.35,4.38,2.7
0.32,4,62.4,58.0,561,4.35,4.4,2.73
0.32,4,61.5,58.0,561,4.35,4.4,2.69
0.32,5,61.9,56.0,561,4.39,4.43,2.73
0.32,4,61.5,60.0,561,4.4,4.42,2.71
0.32,4,61.9,59.0,561,4.36,4.39,2.71
0.76,4,63.0,59.0,3107,5.79,5.76,3.64
0.9,2,62.4,65.0,3107,6.12,6.09,3.81
0.9,3,63.3,59.0,3107,6.12,6.07,3.86
0.76,4,60.3,60.0,3107,5.97,5.94,3.59
0.81,4,61.7,58.0,3107,5.98,5.95,3.68
0.77,5,61.5,56.0,3108,5.89,5.95,3.64
0.74,4,62.4,59.0,3108,5.77,5.73,3.59
0.75,4,59.9,61.0,3108,5.97,5.91,3.56
0.7,3,62.0,60.0,3109,5.61,5.64,3.49
0.7,4,61.9,59.0,3109,5.67,5.6,3.49
0.81,5,62.4,57.0,3109,5.92,5.97,3.71
1.01,2,63.2,58.0,3110,6.33,6.39,4.02
0.76,3,61.0,58.0,3111,5.88,5.93,3.6
1.01,2,64.1,56.0,3111,6.37,6.3,4.06
0.8,5,63.1,58.0,3111,5.89,5.96,3.74
0.68,3,57.3,60.0,3112,5.83,5.89,3.36
0.91,3,61.6,58.0,3112,6.23,6.28,3.85
0.79,4,61.4,59.0,3112,5.89,5.96,3.64
0.71,3,59.8,58.0,3112,5.78,5.82,3.47
0.71,3,63.0,57.0,3112,5.63,5.7,3.57
0.71,5,61.6,57.0,3112,5.71,5.79,3.54
0.71,3,61.2,58.0,3113,5.68,5.72,3.49
0.78,3,62.6,58.0,3113,5.81,5.89,3.66
0.82,5,61.3,57.0,3113,6.02,6.07,3.7
0.9,2,60.4,61.0,3114,6.14,6.22,3.73
0.9,3,60.1,60.0,3114,6.22,6.32,3.77
0.76,5,61.7,55.0,3114,5.86,5.91,3.63
0.77,5,62.1,56.0,3114,5.85,5.88,3.64
0.9,2,64.3,58.0,3114,5.97,6.03,3.86
0.93,5,61.0,54.0,3114,6.35,6.32,3.87
0.86,3,63.8,56.0,3115,6.02,6.05,3.85
0.7,2,60.3,60.0,3115,5.69,5.75,3.45
0.9,2,64.3,60.0,3115,6.0,6.1,3.89
0.84,4,59.0,59.0,3115,6.18,6.13,3.63
0.8,2,63.3,55.0,3116,5.87,5.92,3.73
0.9,2,63.3,57.0,3116,6.08,6.14,3.87
0.9,2,63.2,59.0,3116,6.06,6.13,3.85
0.71,5,61.2,56.0,3116,5.77,5.79,3.54
0.92,1,64.9,58.0,3117,6.1,6.04,3.94
1.08,4,61.7,59.0,3118,6.54,6.59,4.05
0.85,5,60.4,56.0,3118,6.26,6.17,3.75
0.83,3,63.1,58.0,3118,5.98,5.94,3.76
1.16,1,68.2,55.0,3118,6.47,6.37,4.38
0.87,5,61.7,57.0,3118,6.14,6.09,3.77
0.9,3,61.9,59.0,3119,6.14,6.2,3.82
0.7,5,61.9,55.0,3119,5.7,5.74,3.54
0.7,5,61.2,55.0,3119,5.74,5.76,3.52
1.02,4,62.3,58.0,3119,6.42,6.37,3.98
1.02,1,65.0,59.0,3119,6.34,6.24,4.08
0.91,1,64.5,60.0,3119,6.04,5.96,3.87
0.75,5,62.0,56.0,3120,5.82,5.85,3.62
0.9,3,63.2,56.0,3120,6.15,6.12,3.88
0.77,5,62.4,54.0,3121,5.93,5.89,3.69
0.76,2,60.3,60.7,3121,5.86,5.9,3.55
0.9,4,61.8,58.0,3121,6.26,6.2,3.85
0.9,3,63.5,59.0,3121,6.1,6.05,3.86
0.9,4,62.1,59.0,3121,6.19,6.15,3.83
0.86,5,62.1,57.0,3121,6.1,6.07,3.78
0.71,3,60.0,56.0,3122,5.85,5.78,3.49
0.72,5,61.7,56.0,3122,5.74,5.77,3.56
0.72,5,60.1,56.0,3122,5.85,5.88,3.52
0.92,2,57.4,65.0,3122,6.42,6.48,3.7
0.9,3,64.2,56.0,3123,6.04,6.11,3.9
0.7,5,62.3,57.0,3123,5.61,5.65,3.51
0.71,5,61.8,56.2,3123,5.7,5.75,3.53
0.71,5,60.9,56.6,3123,5.75,5.79,3.52
0.71,5,61.8,56.1,3123,5.72,5.74,3.54
0.82,5,60.7,57.0,3123,6.07,6.06,3.68
0.77,3,62.8,59.0,3124,5.81,5.84,3.66
0.72,5,61.4,56.0,3124,5.79,5.77,3.55
0.84,3,62.1,58.0,3125,6.02,6.09,3.76
0.83,5,61.3,57.0,3125,6.02,6.05,3.7
0.94,2,57.9,61.0,3125,6.48,6.43,3.74
0.9,2,60.5,64.0,3125,6.18,6.11,3.72
0.52,5,61.8,55.0,3125,5.2,5.19,3.21
0.93,4,61.1,59.0,3125,6.34,6.32,3.87
0.57,3,62.8,56.0,3126,5.27,5.31,3.32
0.72,5,61.2,57.0,3126,5.72,5.81,3.53
0.57,5,61.6,56.0,3126,5.33,5.35,3.29
1.13,2,63.4,58.0,3127,6.58,6.61,4.18
0.7,3,61.6,57.0,3127,5.69,5.73,3.52
0.7,3,61.9,57.0,3127,5.68,5.71,3.53
0.73,5,62.2,55.0,3127,5.77,5.74,3.58
0.73,5,61.9,56.0,3127,5.81,5.75,3.58
0.73,4,61.9,57.0,3127,5.79,5.75,3.57
0.71,5,61.1,57.0,3128,5.75,5.77,3.52
0.7,5,61.5,56.0,3129,5.7,5.74,3.52
0.75,3,63.2,57.0,3129,5.78,5.74,3.64
0.75,5,62.6,55.0,3129,5.72,5.79,3.6
0.97,2,64.3,58.0,3129,6.25,6.22,4.01
0.74,5,61.3,57.0,3130,5.82,5.85,3.57
0.74,5,60.6,55.0,3130,5.87,5.93,3.57
0.74,5,61.9,55.0,3130,5.8,5.83,3.6
0.74,5,61.3,57.0,3130,5.81,5.83,3.57
0.7,3,61.2,60.0,3131,5.73,5.77,3.52
0.71,3,60.3,62.0,3131,5.69,5.76,3.45
0.82,5,62.6,55.0,3131,5.94,5.98,3.73
0.72,5,61.6,55.0,3133,5.76,5.8,3.56
0.82,5,61.8,55.0,3133,6.02,6.05,3.73
0.74,4,60.0,57.0,3133,5.94,5.89,3.55
0.94,2,63.8,60.0,3134,6.14,6.21,3.94
0.71,5,61.2,56.0,3135,5.76,5.78,3.53
0.71,5,60.4,57.0,3135,5.77,5.82,3.5
0.73,5,62.9,56.0,3135,5.71,5.77,3.61
0.8,3,63.1,57.0,3135,5.94,5.89,3.73
0.81,4,60.7,58.0,3135,6.07,5.99,3.66
0.7,4,62.6,59.0,3136,5.66,5.62,3.53
1.0,1,66.6,59.0,3136,6.07,6.01,4.02
0.8,4,59.6,59.0,3136,6.09,6.0,3.6
0.75,5,60.2,57.0,3136,5.93,5.9,3.56
1.0,4,62.3,58.0,3136,6.38,6.33,3.96
0.71,5,62.2,55.0,3136,5.74,5.71,3.56
1.0,1,67.0,53.0,3136,6.19,6.13,4.13
1.0,1,67.0,53.0,3136,6.19,6.13,4.13
1.0,4,62.5,59.0,3136,6.41,6.33,3.98
1.0,5,61.3,57.0,3136,6.44,6.41,3.94
0.8,5,61.0,56.0,3137,5.98,6.05,3.67
0.72,4,61.4,58.0,3137,5.75,5.78,3.54
0.71,5,61.1,56.0,3137,5.78,5.81,3.53
0.71,5,62.3,56.0,3137,5.68,5.72,3.55
1.01,3,62.0,63.0,3137,6.34,6.25,3.9
0.79,3,63.3,56.3,3138,5.85,5.88,3.71
0.74,3,61.5,59.0,3138,5.76,5.82,3.56
0.72,3,63.1,59.0,3139,5.67,5.7,3.59
0.9,3,60.7,61.0,3139,6.16,6.22,3.76
0.9,2,64.1,57.0,3139,6.07,6.09,3.9
0.9,2,63.4,62.0,3139,6.0,6.02,3.81
0.9,3,59.5,61.0,3139,6.24,6.3,3.73
0.72,5,62.4,57.0,3139,5.71,5.76,3.58
0.54,5,61.4,58.0,3139,5.28,5.25,3.23
0.73,5,61.1,57.0,3140,5.8,5.89,3.57
0.7,5,61.2,57.0,3140,5.7,5.74,3.5
0.72,2,60.8,62.0,3140,5.73,5.78,3.5
0.73,5,62.4,53.0,3140,5.82,5.79,3.62
1.02,4,62.5,60.0,3141,6.39,6.41,4.0
1.02,3,60.6,63.0,3141,6.46,6.52,3.93
0.9,4,60.4,59.0,3141,6.27,6.24,3.78
1.0,4,59.1,59.0,3142,6.55,6.48,0.0
0.7,5,61.9,56.0,3142,5.69,5.72,3.53
1.0,1,64.6,67.0,3142,6.25,6.19,4.02
1.02,5,58.8,57.0,3142,6.61,6.55,3.87
1.0,4,61.5,56.0,3142,6.49,6.44,3.97
1.0,1,68.3,54.0,3142,6.21,6.12,4.2
0.68,3,62.7,56.0,3143,5.56,5.6,3.5
0.83,5,61.0,57.0,3143,6.06,6.13,3.72
0.8,3,62.7,56.0,3144,5.88,5.96,3.71
1.21,2,57.2,62.0,3144,7.01,6.95,3.99
0.7,3,62.8,57.0,3145,5.65,5.68,3.56
0.71,3,58.1,62.0,3145,5.84,5.89,3.41
0.84,3,63.6,57.0,3145,5.95,6.0,3.8
0.9,4,60.7,58.0,3145,6.3,6.19,3.79
0.9,3,63.5,56.0,3145,6.12,6.1,3.88
0.7,5,61.2,56.0,3145,5.72,5.75,3.51
0.7,5,61.2,57.0,3145,5.73,5.77,3.52
0.71,5,60.1,59.0,3145,5.79,5.83,3.49
0.7,5,61.6,55.0,3145,5.71,5.76,3.53
0.9,1,65.4,57.0,3145,6.04,5.95,3.92
0.9,1,65.6,56.0,3145,6.1,6.03,3.98
0.9,1,65.4,59.0,3145,6.04,6.0,3.94
0.9,1,66.8,55.0,3145,5.98,5.9,3.97
0.74,4,61.2,59.0,3145,5.84,5.79,3.56
0.72,5,60.6,57.0,3145,5.85,5.83,3.54
0.72,2,61.3,65.0,3145,5.76,5.72,3.52
0.78,4,60.9,55.0,3145,6.0,5.93,3.63
0.71,3,63.3,57.0,3146,5.65,5.69,3.59
0.71,5,61.2,56.0,3146,5.74,5.79,3.53
0.92,3,60.9,62.0,3146,6.26,6.31,3.83
0.8,3,62.9,60.0,3146,5.87,5.89,3.7
0.81,5,61.2,57.0,3146,6.0,6.05,3.69
0.78,5,62.1,58.0,3146,5.86,5.9,3.65
0.73,2,63.7,59.0,3146,5.67,5.69,3.62
1.06,5,62.8,55.0,3146,6.51,6.46,4.07
1.0,1,65.5,56.0,3146,6.3,6.19,4.09
